-1.9142,0.4529833088426009
-1.8918,0.9519907125149182
-1.3978,0.2135039383242469
-1.382,0.9166770956331523
-1.2789,0.2524101336381488
-0.9405,0.33227245467517347
-0.9159,0.2664682978135241
-0.9139,0.646488415321745
-0.668,3.7678328676079578
-0.5575,4.050741699377794
-0.4231,4.787460002965944
-0.4084,3.325765921793931
-0.4001,0.6567840536438685
-0.2533,0.8277037321828588
-0.0993,0.6789552902885679
0.2214,3.5409675180964766
0.2642,4.491110506431295
0.4028,1.4070565933060581
0.4189,1.4307517422152138
0.596,2.029115532837318
0.6265,0.6500538976945575
0.8675,2.7804144518778022
0.8837,0.5035863913063714
0.9667,0.8689236649327765
1.04,0.2822675214813809
1.0471,0.2553040732762626
1.115,0.2726408275566769
1.7697,0.7931047283913248
1.814,1.540335115161127
